Reference,Type,Amount_USD,Date,Paid Status,Market,Production Deposit,Class,Supplier,Direct to Client?,Month,Amount GBP,UK Deposit Ref
"PO-46UKXR16",Deposit,0.00,2024-12-20,FALSE,"UK","",committed,"XR Textile",FALSE,Dec-24,0.00,""
"PO-1245619",Deposit,61.56,2024-12-31,FALSE,"UK","",committed,"XR Textile",FALSE,Dec-24,45.94,""
"PO-1245623",Deposit,196.20,2024-12-31,FALSE,"UK","",committed,"XR Textile",FALSE,Dec-24,146.42,""
"PO-46UKXR13",Deposit,10699.80,2025-01-08,FALSE,"UK","P46-UK-XR1",committed,"XR Textile",FALSE,Jan-25,7984.93,"46"
"PO-46UKXR14",Deposit,0.00,2025-01-08,FALSE,"UK","",committed,"XR Textile",FALSE,Jan-25,0.00,""
"PO-46AUXR3",Deposit,0.00,2025-01-27,FALSE,"AU","",committed,"XR Textile",FALSE,Jan-25,0.00,""
"PO-46USXR10",Deposit,0.00,2025-01-27,FALSE,"US","",committed,"XR Textile",FALSE,Jan-25,0.00,""
"PO-53EULX2-JAN",Deposit,3729.24,2025-01-28,TRUE,"EU","P53-UK-LX2",committed,"Lixin",FALSE,Jan-25,2783.01,"53"
"PO-1222192",Deposit,370.89,2025-02-17,TRUE,"OT","P49-UK-XR1",committed,"XR Textile",TRUE,Feb-25,276.78,"49"
"PO-1256651",Deposit,3990.00,2025-02-17,FALSE,"OT","P49-UK-XR2",committed,"XR Textile",TRUE,Feb-25,2977.61,"49"
"PO-1225095",Deposit,1209.51,2025-02-21,TRUE,"OT","P49-UK-XR1",committed,"XR Textile",TRUE,Feb-25,902.62,"49"
"PO-49UKXR3",Deposit,0.00,2025-03-08,FALSE,"UK","P49-UK-XR1",committed,"XR Textile",FALSE,Mar-25,0.00,"49"
"PO-49UKXR5",Deposit,0.00,2025-03-08,FALSE,"UK","P49-UK-XR2",committed,"XR Textile",FALSE,Mar-25,0.00,"49"
"PO-49UKXR6",Deposit,0.00,2025-03-08,FALSE,"UK","",committed,"XR Textile",FALSE,Mar-25,0.00,""
"PO-49UKXR7",Deposit,0.00,2025-03-08,FALSE,"UK","P49-UK-XR2",committed,"XR Textile",FALSE,Mar-25,0.00,"49"
"PO-1256634",Deposit,9784.38,2025-03-12,TRUE,"US","P49-UK-XR1",committed,"XR Textile",TRUE,Mar-25,7301.78,"49"
"PO-1267584",Deposit,1688.04,2025-03-12,FALSE,"OT","",committed,"XR Textile",TRUE,Mar-25,1259.73,""
"PO-1268347",Deposit,318.75,2025-03-13,FALSE,"OT","",committed,"XR Textile",TRUE,Mar-25,237.87,""
"PO-1272966",Deposit,708.00,2025-03-19,FALSE,"OT","",committed,"XR Textile",TRUE,Mar-25,528.36,""
"PO-1226087A",Deposit,4719.00,2025-03-24,TRUE,"OT","P49-UK-XR1",committed,"XR Textile",FALSE,Mar-25,3521.64,"49"
"PO-1257561",Deposit,243.60,2025-03-24,TRUE,"UK","P49-UK-XR1",committed,"XR Textile",FALSE,Mar-25,181.79,"49"
"PO-48CALX1",Deposit,5260.68,2025-03-24,TRUE,"US","P48-UK-LX1",committed,"Lixin",FALSE,Mar-25,3925.88,"48"
"PO-48UKLX1",Deposit,35964.60,2025-03-24,TRUE,"UK","P48-UK-LX1",committed,"Lixin",FALSE,Mar-25,26839.25,"48"
"PO-48UKLX2",Deposit,34797.03,2025-03-24,TRUE,"UK","P48-UK-LX1",committed,"Lixin",FALSE,Mar-25,25967.93,"48"
"PO-48USLX1",Deposit,31910.40,2025-03-24,TRUE,"US","P48-UK-LX1",committed,"Lixin",FALSE,Mar-25,23813.73,"48"
"PO-49UKXR1",Deposit,31628.39,2025-03-24,TRUE,"UK","P49-UK-XR1",committed,"XR Textile",FALSE,Mar-25,23603.28,"49"
"PO-1276542",Deposit,598.50,2025-03-25,FALSE,"OT","",committed,"XR Textile",TRUE,Mar-25,446.64,""
"PO-1276544",Deposit,256.50,2025-03-25,FALSE,"OT","",committed,"XR Textile",TRUE,Mar-25,191.42,""
"PO-49UKXR2",Deposit,20432.43,2025-03-27,TRUE,"UK","P49-UK-XR1",committed,"XR Textile",FALSE,Mar-25,15248.08,"49"
"PO-49USXR1",Deposit,31534.06,2025-03-31,TRUE,"US","P49-UK-XR1",committed,"XR Textile",FALSE,Mar-25,23532.88,"49"
"PO-1273052",Deposit,77.73,2025-04-01,TRUE,"US","P49-UK-XR1",committed,"XR Textile",FALSE,Apr-25,58.01,"49"
"PO-49UKXR4",Deposit,461.70,2025-04-01,TRUE,"UK","P49-UK-XR2",committed,"XR Textile",FALSE,Apr-25,344.55,"49"
"PO-51UKXR3",Deposit,0.00,2025-04-08,FALSE,"OT","P51-UK-XR1",committed,"XR Textile",FALSE,Apr-25,0.00,"51"
"PO-51UKXR4",Deposit,0.00,2025-04-08,FALSE,"OT","P51-UK-XR1",committed,"XR Textile",FALSE,Apr-25,0.00,"51"
"PO-51USXR2",Deposit,0.00,2025-04-08,FALSE,"OT","P51-UK-XR1",committed,"XR Textile",TRUE,Apr-25,0.00,"51"
"PO-1257569",Deposit,3540.70,2025-04-11,TRUE,"OT","P49-UK-XR2",committed,"XR Textile",TRUE,Apr-25,2642.31,"49"
"PO-49AUXR2",Deposit,17849.83,2025-04-14,TRUE,"AU","P49-AU-XR1",committed,"XR Textile",FALSE,Apr-25,13320.77,"49"
"PO-1294990",Deposit,798.00,2025-04-15,FALSE,"OT","",committed,"XR Textile",TRUE,Apr-25,595.52,""
"PO-51AUBL1",Deposit,1395.00,2025-04-21,FALSE,"AU","P51-UK-BL1",committed,"Ballast",FALSE,Apr-25,1041.04,"51"
"PO-49AUWK1A",Deposit,3384.02,2025-04-24,FALSE,"AU","",committed,"Weireken",FALSE,Apr-25,2525.39,""
"PO-1306463",Deposit,0.00,2025-04-28,FALSE,"OT","P51-UK-XR1",committed,"XR Textile",TRUE,Apr-25,0.00,"51"
"PO-1307588",Deposit,0.00,2025-04-29,FALSE,"OT","P51-UK-XR1",committed,"XR Textile",TRUE,Apr-25,0.00,"51"
"PO-1222192A-ILG",Deposit,406.89,2025-05-07,FALSE,"OT","",committed,"XR Textile",TRUE,May-25,303.65,""
"PO-49AUXR1",Deposit,7313.79,2025-05-23,TRUE,"AU","P49-AU-XR1",committed,"XR Textile",FALSE,May-25,5458.05,"49"
"PO-50UKLX2",Deposit,34477.23,2025-06-03,TRUE,"UK","P50-UK-LX1",committed,"Lixin",FALSE,Jun-25,25729.28,"50"
"PO-1351883",Deposit,0.00,2025-06-06,FALSE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Jun-25,0.00,"51"
"PO-1357644",Deposit,0.00,2025-06-10,FALSE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Jun-25,0.00,"51"
"PO-50UKLX1",Deposit,36066.90,2025-06-20,TRUE,"UK","P50-UK-LX1",committed,"Lixin",FALSE,Jun-25,26915.60,"50"
"PO-50UKLX3A",Deposit,14073.12,2025-06-20,TRUE,"UK","P50-UK-LX1",committed,"Lixin",FALSE,Jun-25,10502.33,"50"
"PO-50USLX1",Deposit,20253.72,2025-06-20,TRUE,"US","P50-UK-LX1",committed,"Lixin",FALSE,Jun-25,15114.72,"50"
"PO-1349268B",Deposit,752.88,2025-06-26,TRUE,"OT","P49-UK-WK1",committed,"Weireken",TRUE,Jun-25,561.85,"49"
"PO-1357670A",Deposit,154.44,2025-06-26,TRUE,"OT","P49-UK-WK1",committed,"Weireken",TRUE,Jun-25,115.25,"49"
"PO-49UKWK1A",Deposit,10921.54,2025-06-26,TRUE,"UK","P49-UK-WK1",committed,"Weireken",FALSE,Jun-25,8150.40,"49"
"PO-49UKWK2A",Deposit,234.90,2025-06-26,TRUE,"UK","P49-UK-WK1",committed,"Weireken",FALSE,Jun-25,175.30,"49"
"PO-49USWK1A",Deposit,3919.88,2025-06-26,TRUE,"US","P49-UK-WK1",committed,"Weireken",FALSE,Jun-25,2925.28,"49"
"PO-51UKBL1",Deposit,13485.00,2025-06-30,TRUE,"UK","P51-UK-BL1",committed,"Ballast",FALSE,Jun-25,10063.43,"51"
"PO-51UKBL2",Deposit,1860.00,2025-06-30,TRUE,"UK","P51-UK-BL1",committed,"Ballast",FALSE,Jun-25,1388.06,"51"
"PO-1393914",Deposit,0.00,2025-07-03,FALSE,"US","",committed,"Weireken",TRUE,Jul-25,0.00,""
"PO-1393923",Deposit,0.00,2025-07-03,FALSE,"UK","",committed,"Weireken",TRUE,Jul-25,0.00,""
"PO-51UKXR1",Deposit,35361.00,2025-07-07,TRUE,"UK","P51-UK-XR1",committed,"XR Textile",FALSE,Jul-25,26388.81,"51"
"PO-1430051",Deposit,0.00,2025-07-21,FALSE,"OT","",committed,"Lixin",TRUE,Jul-25,0.00,""
"PO-1430056",Deposit,0.00,2025-07-21,FALSE,"OT","",committed,"Lixin",TRUE,Jul-25,0.00,""
"PO-1430059",Deposit,0.00,2025-07-21,FALSE,"OT","",committed,"Lixin",TRUE,Jul-25,0.00,""
"PO-1351875",Deposit,495.60,2025-07-25,TRUE,"OT","P51-UK-XR1",committed,"XR Textile",TRUE,Jul-25,369.85,"51"
"PO-1391732",Deposit,963.00,2025-07-25,TRUE,"OT","P51-UK-XR1",committed,"XR Textile",TRUE,Jul-25,718.66,"51"
"PO-51UKXR2",Deposit,28644.01,2025-07-25,TRUE,"UK","P51-UK-XR1",committed,"XR Textile",FALSE,Jul-25,21376.13,"51"
"PO-1349254",Deposit,111.24,2025-07-31,TRUE,"OT","P51-AU-XR2",committed,"XR Textile",TRUE,Jul-25,83.01,"51"
"PO-51AUXR1A",Deposit,13421.82,2025-07-31,TRUE,"AU","P51-AU-XR1",committed,"XR Textile",FALSE,Jul-25,10016.28,"51"
"PO-51AUXR3",Deposit,177.30,2025-07-31,FALSE,"AU","P51-AU-XR1",committed,"XR Textile",FALSE,Jul-25,132.31,"51"
"PO-51UKXR5A",Deposit,12506.65,2025-07-31,TRUE,"UK","P51-UK-XR1",committed,"XR Textile",FALSE,Jul-25,9333.32,"51"
"PO-1350817",Deposit,864.75,2025-08-05,TRUE,"OT","P51-UK-XR1",committed,"XR Textile",TRUE,Aug-25,645.34,"51"
"PO-51UKWK1",Deposit,3013.81,2025-08-08,TRUE,"UK","P51-UK-WK1",committed,"Weireken",FALSE,Aug-25,2249.11,"51"
"PO-1346695",Deposit,4283.72,2025-08-11,TRUE,"OT","P51-UK-XR1",committed,"XR Textile",TRUE,Aug-25,3196.81,"51"
"PO-51EUXR1",Deposit,8056.86,2025-08-11,TRUE,"EU","P51-UK-XR1",committed,"XR Textile",FALSE,Aug-25,6012.58,"51"
"PO-1402478",Deposit,1015.74,2025-08-12,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Aug-25,758.01,"51"
"PO-51USXR1",Deposit,5520.60,2025-08-12,TRUE,"US","P51-UK-XR2",committed,"XR Textile",FALSE,Aug-25,4119.85,"51"
"PO-51USXR3A",Deposit,5022.00,2025-08-12,TRUE,"US","P51-UK-XR2",committed,"XR Textile",FALSE,Aug-25,3747.76,"51"
"PO-51UKXR7",Deposit,22347.48,2025-08-29,TRUE,"UK","P51-UK-XR2",committed,"XR Textile",FALSE,Aug-25,16677.22,"51"
"PO-51AUXR2",Deposit,177.30,2025-09-02,TRUE,"AU","P51-AU-XR2",committed,"XR Textile",FALSE,Sep-25,132.31,"51"
"PO-1370445",Deposit,2493.11,2025-09-03,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Sep-25,1860.53,"51"
"PO-1357663",Deposit,568.68,2025-09-10,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Sep-25,424.39,"51"
"PO-51UKXR1A",Deposit,254.34,2025-09-10,TRUE,"UK","P51-UK-XR2",committed,"XR Textile",FALSE,Sep-25,189.81,"51"
"PO-1431673",Deposit,72.47,2025-09-15,TRUE,"OT","P50-UK-LX1",committed,"Lixin",TRUE,Sep-25,54.08,"50"
"PO-1431678",Deposit,314.21,2025-09-15,TRUE,"OT","P50-UK-LX1",committed,"Lixin",TRUE,Sep-25,234.49,"50"
"PO-1431680",Deposit,20.19,2025-09-15,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Sep-25,15.07,"51"
"PO-1431685",Deposit,0.00,2025-09-15,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Sep-25,0.00,"51"
"PO-1442753",Deposit,0.00,2025-09-15,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Sep-25,0.00,"51"
"PO-1442762",Deposit,0.00,2025-09-15,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Sep-25,0.00,"51"
"PO-1442782",Deposit,0.00,2025-09-15,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Sep-25,0.00,"51"
"PO-1442784",Deposit,0.00,2025-09-15,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Sep-25,0.00,"51"
"PO-1447163",Deposit,541.73,2025-09-15,TRUE,"OT","P50-UK-LX1",committed,"Lixin",TRUE,Sep-25,404.28,"50"
"PO-1462048",Deposit,628.69,2025-09-15,TRUE,"OT","P50-UK-LX1",committed,"Lixin",TRUE,Sep-25,469.17,"50"
"PO-1462055",Deposit,2.00,2025-09-15,TRUE,"OT","P50-UK-LX1",committed,"Lixin",TRUE,Sep-25,1.49,"50"
"PO-51UKXR1A-1",Deposit,0.00,2025-09-15,FALSE,"UK","",committed,"XR Textile",FALSE,Sep-25,0.00,""
"PO-1349254-1",Deposit,254.34,2025-09-19,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",TRUE,Sep-25,189.81,"51"
"PO-1513326A",Deposit,0.00,2025-09-30,FALSE,"UK","",committed,"XR Textile",TRUE,Sep-25,0.00,""
"PO-53USXR9-FEB",Deposit,56.52,2025-10-08,FALSE,"US","P53-UK-XR",committed,"XR Textile",FALSE,Oct-25,42.18,"53"
"PO-1516842",Deposit,0.00,2025-10-14,FALSE,"UK","P53-UK-XR",committed,"XR Textile",TRUE,Oct-25,0.00,"53"
"PO-53AUXR4A",Deposit,3703.42,2025-10-14,FALSE,"AU","P53-AU-XR1",committed,"XR Textile",FALSE,Oct-25,2763.75,"53"
"PO-1501477",Deposit,267.50,2025-10-20,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Oct-25,199.63,"53"
"PO-1502035",Deposit,267.50,2025-10-20,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Oct-25,199.63,"53"
"PO-53EUWK2-JAN",Deposit,0.00,2025-10-21,FALSE,"EU","P53-UK-WK2",committed,"Weireken",FALSE,Oct-25,0.00,"53"
"PO-53USWK2-JAN",Deposit,0.00,2025-10-21,FALSE,"US","P53-UK-WK2",committed,"Weireken",FALSE,Oct-25,0.00,"53"
"PO-1395169A",Deposit,1200.18,2025-10-22,TRUE,"OT","P51-UK-XR2",committed,"XR Textile",FALSE,Oct-25,895.66,"51"
"PO-1506852",Deposit,114.54,2025-10-22,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Oct-25,85.48,"53"
"PO-51UKXR10",Deposit,8548.00,2025-10-24,TRUE,"UK","P51-UK-XR2",committed,"XR Textile",FALSE,Oct-25,6379.10,"51"
"PO-51USXR4",Deposit,2068.73,2025-10-24,TRUE,"US","P51-UK-XR1",committed,"XR Textile",FALSE,Oct-25,1543.83,"51"
"PO-51UKXR9",Deposit,549.50,2025-10-27,TRUE,"UK","P51-UK-XR2",committed,"XR Textile",FALSE,Oct-25,410.07,"51"
"PO-1503194",Deposit,4481.28,2025-10-29,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Oct-25,3344.24,"53"
"PO-1520373",Deposit,24.36,2025-10-30,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Oct-25,18.18,"53"
"PO-1530987",Deposit,0.00,2025-11-04,FALSE,"OT","P53-UK-XR2",committed,"XR Textile",FALSE,Nov-25,0.00,"53"
"PO-1535299",Deposit,0.00,2025-11-14,FALSE,"OT","",committed,"XR Textile",TRUE,Nov-25,0.00,""
"PO-1538445",Deposit,3646.98,2025-11-17,FALSE,"OT","P53-AU-XR1",committed,"XR Textile",TRUE,Nov-25,2721.63,"53"
"PO-1503198",Deposit,4447.52,2025-11-28,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Nov-25,3319.04,"53"
"PO-1514803",Deposit,226.52,2025-11-28,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Nov-25,169.04,"53"
"PO-1521737",Deposit,802.40,2025-11-28,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Nov-25,598.81,"53"
"PO-1528414",Deposit,802.40,2025-11-28,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Nov-25,598.81,"53"
"PO-1535300",Deposit,133.09,2025-11-28,TRUE,"OT","P53-UK-LX2",committed,"Lixin",TRUE,Nov-25,99.32,"53"
"PO-53UKXR3-DEC",Deposit,366.72,2025-11-28,TRUE,"UK","P53-UK-XR2",committed,"XR Textile",FALSE,Nov-25,273.67,"53"
"PO-1513326",Deposit,14028.32,2025-12-04,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Dec-25,10468.90,"53"
"PO-1530990A",Deposit,62.84,2025-12-04,TRUE,"OT","P53-UK-LX1",committed,"Lixin",FALSE,Dec-25,46.90,"53"
"PO-53UKXR1",Deposit,9388.44,2025-12-04,TRUE,"UK","P53-UK-XR",committed,"XR Textile",FALSE,Dec-25,7006.30,"53"
"PO-53USLX1-DEC",Deposit,16755.02,2025-12-04,TRUE,"US","P53-UK-LX1",committed,"Lixin",FALSE,Dec-25,12503.75,"53"
"PO-1561064",Deposit,0.00,2025-12-05,FALSE,"OT","",committed,"XR Textile",TRUE,Dec-25,0.00,""
"PO-1561310",Deposit,40.31,2025-12-05,FALSE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Dec-25,30.08,"53"
"PO-1530483",Deposit,6864.00,2025-12-08,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Dec-25,5122.39,"53"
"PO-53UKXR3-JAN-1",Deposit,5103.98,2025-12-08,TRUE,"UK","P53-UK-XR2",committed,"XR Textile",FALSE,Dec-25,3808.94,"53"
"PO-54USXR1-FEB",Deposit,40714.49,2025-12-08,FALSE,"US","P54-UK-XR-1",committed,"XR Textile",FALSE,Dec-25,30383.95,"54"
"PO-53UKXR4-DEC",Deposit,447.48,2025-12-09,TRUE,"UK","P53-UK-XR",committed,"XR Textile",FALSE,Dec-25,333.94,"53"
"PO-1516847",Deposit,3434.92,2025-12-15,TRUE,"UK","P53-UK-LX2",committed,"Lixin",TRUE,Dec-25,2563.37,"53"
"PO-1543000",Deposit,330.40,2025-12-15,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Dec-25,246.57,"53"
"PO-53UKLX1-DEC",Deposit,10874.80,2025-12-15,TRUE,"UK","P53-UK-LX1",committed,"Lixin",FALSE,Dec-25,8115.52,"53"
"PO-1506425",Deposit,473.69,2025-12-19,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Dec-25,353.50,"53"
"PO-1516273",Deposit,6033.28,2025-12-19,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Dec-25,4502.45,"53"
"PO-1516277",Deposit,6033.28,2025-12-19,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Dec-25,4502.45,"53"
"PO-1575531",Deposit,13704.48,2025-12-19,TRUE,"OT","P53-UK-SP1",committed,"Spectas",TRUE,Dec-25,10227.22,"53"
"PO-53EULX1-DEC",Deposit,7539.88,2025-12-19,TRUE,"EU","P53-UK-XR",committed,"Lixin",FALSE,Dec-25,5626.78,"53"
"PO-53UKLX2-DEC",Deposit,9783.94,2025-12-19,TRUE,"UK","P53-UK-LX1",committed,"Lixin",FALSE,Dec-25,7301.45,"53"
"PO-53USSP1",Deposit,1031.52,2025-12-19,TRUE,"US","P53-UK-SP1",committed,"Spectas",FALSE,Dec-25,769.79,"53"
"PO-1501527",Deposit,2145.34,2025-12-22,TRUE,"OT","P53-UK-LX1",committed,"Lixin",TRUE,Dec-25,1601.00,"53"
"PO-1509871",Deposit,1920.09,2025-12-22,TRUE,"OT","P53-UK-LX2",committed,"Lixin",TRUE,Dec-25,1432.90,"53"
"PO-1520339",Deposit,1311.01,2025-12-22,TRUE,"OT","P53-UK-LX2",committed,"Lixin",TRUE,Dec-25,978.37,"53"
"PO-1531909",Deposit,5377.60,2025-12-22,TRUE,"OT","P53-UK-LX2",committed,"Lixin",TRUE,Dec-25,4013.13,"53"
"PO-1558974",Deposit,69.40,2025-12-22,TRUE,"OT","P53-UK-LX2",committed,"Lixin",TRUE,Dec-25,51.79,"53"
"PO-1576112",Deposit,836.00,2025-12-22,TRUE,"OT","P53-UK-LX2",committed,"Lixin",TRUE,Dec-25,623.88,"53"
"PO-53AUXR1",Deposit,12398.90,2025-12-22,TRUE,"AU","P53-AU-XR1",committed,"XR Textile",FALSE,Dec-25,9252.91,"53"
"PO-53AUXR2",Deposit,4964.47,2025-12-22,TRUE,"AU","P53-AU-XR1",committed,"XR Textile",FALSE,Dec-25,3704.83,"53"
"PO-53AUXR3",Deposit,175.68,2025-12-22,TRUE,"OT","P53-AU-XR1",committed,"XR Textile",FALSE,Dec-25,131.10,"53"
"PO-53UKXR2-DEC",Deposit,5487.06,2025-12-22,TRUE,"UK","P53-UK-XR",committed,"XR Textile",FALSE,Dec-25,4094.82,"53"
"PO-1596956",Deposit,419.04,2025-12-26,FALSE,"OT","P54-UK-XR-1",committed,"XR Textile",TRUE,Dec-25,312.72,"54"
"PO-1596966",Deposit,57.60,2025-12-26,FALSE,"OT","P54-UK-LX1",committed,"Lixin",TRUE,Dec-25,42.99,"54"
"PO-1516275",Deposit,6033.28,2025-12-29,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Dec-25,4502.45,"53"
"PO-1516279",Deposit,6033.28,2025-12-29,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Dec-25,4502.45,"53"
"PO-1528447",Deposit,14444.96,2025-12-29,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Dec-25,10779.82,"53"
"PO-53USXR1-DEC",Deposit,1141.74,2025-12-29,TRUE,"US","P53-UK-XR",committed,"XR Textile",FALSE,Dec-25,852.04,"53"
"PO-53USXR1-FBA",Deposit,8521.41,2025-12-29,TRUE,"US","P53-UK-XR",committed,"XR Textile",FALSE,Dec-25,6359.26,"53"
"PO-53USXR2-FBA",Deposit,1882.21,2025-12-29,TRUE,"US","P53-UK-XR",committed,"XR Textile",FALSE,Dec-25,1404.63,"53"
"PO-1528450",Deposit,10704.66,2025-12-30,TRUE,"OT","P53-UK-LX2",committed,"Lixin",TRUE,Dec-25,7988.55,"53"
"PO-1586512",Deposit,504.84,2025-12-30,TRUE,"US","P53-UK-LX2",committed,"Lixin",FALSE,Dec-25,376.75,"53"
"PO-53UKXR1-DEC",Deposit,16974.24,2025-12-30,TRUE,"UK","P53-UK-XR",committed,"XR Textile",FALSE,Dec-25,12667.34,"53"
"PO-1516852",Deposit,304.20,2025-12-31,TRUE,"UK","P53-UK-BL1",committed,"Ballast",TRUE,Dec-25,227.01,"53"
"PO-1520342",Deposit,140.40,2025-12-31,TRUE,"OT","P53-UK-BL1",committed,"Ballast",TRUE,Dec-25,104.78,"53"
"PO-53EUBL1",Deposit,4188.60,2025-12-31,TRUE,"EU","P53-UK-BL1",committed,"Ballast",FALSE,Dec-25,3125.82,"53"
"PO-53UKBL1",Deposit,21340.80,2025-12-31,TRUE,"UK","P53-UK-BL1",committed,"Ballast",FALSE,Dec-25,15925.97,"53"
"PO-1506012",Deposit,939.60,2026-01-02,TRUE,"OT","P53-UK-WK1",committed,"Weireken",TRUE,Jan-26,701.19,"53"
"PO-1506019",Deposit,166.34,2026-01-02,TRUE,"OT","P53-UK-WK1",committed,"Weireken",TRUE,Jan-26,124.13,"53"
"PO-1530984",Deposit,7.17,2026-01-02,TRUE,"OT","P53-UK-WK1",committed,"Weireken",TRUE,Jan-26,5.35,"53"
"PO-1531907",Deposit,7161.70,2026-01-02,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Jan-26,5344.55,"53"
"PO-1605299",Deposit,1582.42,2026-01-02,TRUE,"OT","P53-UK-WK1",committed,"Weireken",TRUE,Jan-26,1180.91,"53"
"PO-53USWK1",Deposit,4185.54,2026-01-02,TRUE,"US","P53-UK-WK1",committed,"Weireken",FALSE,Jan-26,3123.54,"53"
"PO-1501520",Deposit,7603.64,2026-01-03,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Jan-26,5674.36,"53"
"PO-1516842A",Deposit,2600.88,2026-01-03,TRUE,"OT","P53-UK-XR2",committed,"XR Textile",TRUE,Jan-26,1940.96,"53"
"PO-1561065",Deposit,66.55,2026-01-03,TRUE,"OT","P53-UK-LX2",committed,"Lixin",TRUE,Jan-26,49.66,"53"
"PO-1561312",Deposit,66.55,2026-01-03,TRUE,"OT","P53-UK-LX2",committed,"Lixin",TRUE,Jan-26,49.66,"53"
"PO-53UKXR2-DEC-A",Deposit,8666.50,2026-01-03,TRUE,"UK","P53-UK-XR2",committed,"XR Textile",FALSE,Jan-26,6467.54,"53"
"PO-53UKXR5-DEC",Deposit,211.56,2026-01-08,TRUE,"UK","P53-UK-XR",committed,"XR Textile",FALSE,Jan-26,157.88,"53"
"PO-1553835A",Deposit,497.30,2026-01-09,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Jan-26,371.12,"53"
"PO-53USXR2-DEC",Deposit,8345.44,2026-01-09,TRUE,"US","P53-UK-XR",committed,"XR Textile",FALSE,Jan-26,6227.94,"53"
"PO-1576185",Deposit,6189.43,2026-01-15,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Jan-26,4618.98,"53"
"PO-1520341",Deposit,378.93,2026-01-18,TRUE,"OT","P53-UK-WK1",committed,"Weireken",TRUE,Jan-26,282.78,"53"
"PO-53EUXR1-DEC",Deposit,16301.77,2026-01-20,TRUE,"EU","P53-UK-XR",committed,"XR Textile",FALSE,Jan-26,12165.50,"53"
"PO-53EUXR2-JAN",Deposit,1636.52,2026-01-20,TRUE,"EU","P53-UK-XR",committed,"XR Textile",FALSE,Jan-26,1221.28,"53"
"PO-1509844",Deposit,570.00,2026-01-28,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Jan-26,425.37,"53"
"PO-1516302",Deposit,765.12,2026-01-28,TRUE,"OT","P53-UK-WK1",committed,"Weireken",TRUE,Jan-26,570.99,"53"
"PO-53-WK-DEC",Deposit,2852.58,2026-01-28,TRUE,"OT","P53-UK-WK1",committed,"Weireken",FALSE,Jan-26,2128.79,"53"
"PO-53EUWK1",Deposit,1709.32,2026-01-28,TRUE,"EU","P53-UK-WK1",committed,"Weireken",FALSE,Jan-26,1275.61,"53"
"PO-1506025",Deposit,83.17,2026-01-29,TRUE,"OT","P53-UK-WK1",committed,"Weireken",TRUE,Jan-26,62.07,"53"
"PO-1509870",Deposit,1619.28,2026-01-29,TRUE,"OT","P53-UK-XR",committed,"XR Textile",TRUE,Jan-26,1208.42,"53"
"PO-1516851",Deposit,671.67,2026-01-29,TRUE,"UK","P53-UK-WK1",committed,"Weireken",TRUE,Jan-26,501.25,"53"
"PO-1527964",Deposit,1769.70,2026-01-29,TRUE,"OT","P53-UK-XR3",committed,"XR Textile",TRUE,Jan-26,1320.67,"53"
"PO-1553973",Deposit,1368.00,2026-01-29,TRUE,"OT","P53-UK-XR3",committed,"XR Textile",TRUE,Jan-26,1020.90,"53"
