PO,Supplier,Status,progress,ship_status,Start date,End date,prod_end_src,Ship date,ship_src,Delivery date,delivery_src,Completion date,delivery_master_po,end_override,ship_override,delivery_override,is_master,flexport_reference,flex_id,Value (est),value_from_lines,final_invoice,is_final,Value,start_pct,completion_pct,balance_pct,start_dep,completion,balance_owing,credit_amount,start_calc,start_assigned,Deposit paid date,completion_calc,completion_assigned,Completion payment date,balance_1_amount,balance_1_date,balance_2_amount,balance_2_date,catch_up,deposit_avail,deposit_fx,notes,start_due,completion_due,balance_due,final_payment_due,credit_days,credit_type,Deposit ref,shipment,ship_mode,ship_carrier,ship_carrier_ref,client,client_requirements,sales_order_ref,client_po_ref,client_deadline,asn_numbers,supplier_confirmed,supplier_confirmed_by,approved_lines,dispatch_order_ref,final_delivery_address,crossdock_skus,dtc_custom,dtc_key_account,forwarder_name,forwarder_email,forwarder_phone,pack_polybags,pack_polybags_notes,pack_dnb_barcodes,pack_dnb_barcodes_notes,pack_rfid_barcodes,pack_rfid_barcodes_notes,pack_dnb_carton,pack_dnb_carton_notes,pack_client_carton,pack_client_carton_notes,pack_pallet_notes,pack_other_notes,dtc_accepted_at,dtc_accepted_by,Ship to,country_src,country_override,Branch,erp,Production #,Batch,require_confirmation,starred,erp_pending,erp_in,erp_total,erp_final_delivery,erp_po_id,erp_present,erp_date_pending,production_status,prod_confirmed_age,is_late,unassigned_shipment,payment_overdue,is_production,Pallets,likely_start,likely_completion,likely_balance_1,likely_balance_2,sup_invoice_pending,sup_completion_pending,unread_notes,orderplan_unconfirmed,container_size,est_freight,freight_src,flex_quote,sea_tiers,est_duty,est_tax,tax_pct,landed_total
PO-57EUXR1,XR Textile,PRODUCTION,in_progress,,2026-06-12,2026-07-27,M,2026-08-03,calc,2026-10-12,calc,2026-10-19,,2026-07-27,,,false,,,15680.4800,true,,false,15680.48,30.00,20.00,50.00,4704.14,3136.10,7840.24,0.00,4704.14,,,3136.10,,,,,,,0.00,,,"Pallet Labels Required

Max Pallet Height 1.5m",2026-06-12,2026-07-27,2026-12-11,,60,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,EU,M,EU,EU iFulfillment,PO-57EUXR1,57,57.0626,true,false,0,48,48,2026-10-12,1760700,true,1,,,false,true,true,true,3.0,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",1881.66,3512.43,20,21074.57
PO-57UKBL1,Ballast,PRODUCTION,in_progress,Planned,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-11-05,calc,2026-11-12,,2026-08-30,,,true,,,89460.0000,true,,false,89460.00,30.00,35.00,35.00,26838.00,31311.00,31311.00,0.00,26838.00,,,31311.00,,,,,,,0.00,,,SS27,2026-07-01,2026-08-30,2026-11-05,,60,on_shipment,,PO-57UKBL1,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-57UKBL1,57,57.0626,true,false,4,0,4,,,false,0,,,false,false,true,true,3.9,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",6955.20,19283.04,20,115698.24
PO-57UKLX1,Lixin,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-11-05,calc,2026-11-12,,2026-08-30,,,false,,,130204.400,true,,false,130204.40,30.00,20.00,50.00,39061.32,26040.88,65102.20,0.00,39061.32,,,26040.88,,,,,,,0.00,,,"Ship early Sept

SS27 mini bulk",2026-07-01,2026-08-30,2027-02-03,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-57UKLX1,57,57.0626,true,false,67,0,67,,,false,0,,,false,true,true,true,20.8,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,26040.88,20,156245.28
PO-57UKLX2,Lixin,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-11-05,calc,2026-11-12,,2026-08-30,,,false,,,121237.860,true,,false,121237.86,30.00,20.00,50.00,36371.36,24247.57,60618.93,0.00,36371.36,,,24247.57,,,,,,,0.00,,,"Ship early Sept

SS27 mini bulk",2026-07-01,2026-08-30,2027-02-03,,90,on_clearance,,,,,,,,,,,,,,[object Object],,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-57UKLX2,57,57.0626,true,false,45,0,45,,,false,0,in_production,13,false,true,true,true,23.6,,,,,,2026-08-08,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,24247.57,20,145485.43
PO-57UKLX3,Lixin,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-11-05,calc,2026-11-12,,2026-08-30,,,false,,,61482.0000,true,,false,61482.00,30.00,20.00,50.00,18444.60,12296.40,30741.00,0.00,18444.60,,,12296.40,,,,,,,0.00,,,"Ship early Sept

SS27 mini bulk

New SS27 cabana. Ship as a crossdock",2026-07-01,2026-08-30,2027-02-03,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-57UKLX3,57,57.0626,true,false,10,0,10,,,false,0,,,false,true,true,true,11.5,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",7377.84,13771.97,20,82631.81
PO-57UKLX4,Lixin,PRODUCTION,in_progress,,2026-06-18,2026-07-28,M,2026-08-04,calc,2026-10-03,calc,2026-10-10,,2026-07-28,,,false,,,44033.6200,true,,false,44033.62,30.00,20.00,50.00,13210.09,8806.72,22016.81,0.00,13210.09,,,8806.72,,,,,,,0.00,,,,2026-06-18,2026-07-28,2027-01-01,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-57UKLX4,57,57.0626,true,false,0,45,45,2026-09-26,1760709,true,1,,,false,true,true,true,7.9,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",5284.03,9863.53,20,59181.19
PO-57UKMQ1,MQ Print (Sherry),PRODUCTION,in_progress,,2026-06-12,2026-07-12,M,2026-07-19,calc,2026-09-17,calc,2026-09-24,,2026-07-12,,,false,,,17762.7200,true,,false,17762.72,50.00,0,50.00,8881.36,0,8881.36,0.00,8881.36,,,0,,,,,,,0.00,,,,2026-06-12,,2026-07-19,,0,on_shipment,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-57UKMQ1,57,57.0626,true,false,0,6,6,2026-09-10,1760701,true,1,,,false,true,true,true,7.4,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,3552.54,20,21315.26
PO-57UKWK1,Weireken,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-11-05,calc,2026-11-12,,2026-08-30,,,false,,,51685.000,true,,false,51685.00,30.00,0,70.00,0.00,0,51685.00,0.00,15505.50,,,0,,,,,,,0.00,0.00,,"Ship early Sept

SS27 mini bulk",2026-07-01,,2026-10-06,,30,on_shipment,P57-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-57UKWK1,57,57.0626,true,false,11,0,11,,,false,0,,,false,true,false,true,11.2,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,10337.00,20,62022.00
PO-57UKXR1,XR Textile,PRODUCTION,in_progress,,2026-06-12,2026-07-27,M,2026-08-03,calc,2026-10-02,calc,2026-10-09,,2026-07-27,,,false,,,102235.5800,true,,false,102235.58,30.00,20.00,50.00,30670.67,20447.12,51117.79,0.00,30670.67,,,20447.12,,,,,,,0.00,,,,2026-06-12,2026-07-27,2026-12-01,,60,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,PO-57UKXR1,57,57.0626,true,false,0,74,74,2026-09-25,1760702,true,1,,,false,true,true,true,17.3,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",12268.27,22900.77,20,137404.62
PO-57USLX1,Lixin,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-10-04,calc,2026-10-11,,2026-08-30,,,false,,,125535.400,true,,false,125535.40,30.00,20.00,50.00,37660.62,25107.08,62767.70,0.00,37660.62,,,25107.08,,,,,,,0.00,,,"Ship early Sept

SS27 mini bulk",2026-07-01,2026-08-30,2027-01-02,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-57USLX1,57,57.0626,true,false,66,0,66,,,false,0,,,false,true,true,true,19.9,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,0.00,0,125535.40
PO-57USLX2,Lixin,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-10-04,calc,2026-10-11,,2026-08-30,,,false,,,67192.160,true,,false,67192.16,30.00,20.00,50.00,20157.65,13438.43,33596.08,0.00,20157.65,,,13438.43,,,,,,,0.00,,,"Ship early Sept

SS27 mini bulk",2026-07-01,2026-08-30,2027-01-02,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-57USLX2,57,57.0626,true,false,44,0,44,,,false,0,,,false,true,true,true,13.1,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,0.00,0,67192.16
PO-57USLX3,Lixin,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-10-04,calc,2026-10-11,,2026-08-30,,,false,,,61482.0000,true,,false,61482.00,30.00,20.00,50.00,18444.60,12296.40,30741.00,0.00,18444.60,,,12296.40,,,,,,,0.00,,,"Ship early Sept

SS27 mini bulk

New SS27 cabana. Ship as a crossdock",2026-07-01,2026-08-30,2027-01-02,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-57USLX3,57,57.0626,true,false,10,0,10,,,false,0,,,false,true,true,true,11.5,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",5533.38,0.00,0,67015.38
PO-57USLX4,Lixin,PRODUCTION,in_progress,,2026-06-18,2026-07-28,M,2026-08-04,calc,2026-09-01,calc,2026-09-08,,2026-07-28,,,false,,,1399.2800,true,,false,1399.28,30.00,20.00,50.00,419.78,279.86,699.64,0.00,419.78,,,279.86,,,,,,,0.00,,,,2026-06-18,2026-07-28,2026-11-30,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-57USLX4,57,57.0626,true,false,0,6,6,2026-09-25,1760710,true,1,,,false,true,true,true,0.3,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",125.94,0.00,0,1525.22
PO-57USMQ1,MQ Print (Sherry),PRODUCTION,in_progress,,2026-06-12,2026-07-12,M,2026-07-19,calc,2026-08-16,calc,2026-08-23,,2026-07-12,,,false,,,4078.0256,true,,false,4078.03,50.00,0,50.00,2039.01,0,2039.02,0.00,2039.01,,,0,,,,,,,0.00,,,,2026-06-12,,2026-07-19,,0,on_shipment,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-57USMQ1,57,57.0626,true,false,0,3,3,2026-09-09,1760703,true,1,,,false,true,true,true,1.4,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,0.00,0,4078.03
PO-57USWK1,Weireken,PRODUCTION,in_progress,,2026-07-01,2026-08-30,M,2026-09-06,calc,2026-10-04,calc,2026-10-11,,2026-08-30,,,false,,,36995.000,true,,false,36995.00,30.00,0,70.00,0.00,0,36995.00,0.00,11098.50,,,0,,,,,,,0.00,0.00,,"Ship early Sept

SS27 mini bulk",2026-07-01,,2026-10-06,,30,on_shipment,P57-UK-WK1,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-57USWK1,57,57.0626,true,false,11,0,11,,,false,0,,,false,true,false,true,6.8,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,0.00,0,36995.00
PO-57USXR1,XR Textile,PRODUCTION,in_progress,,2026-06-12,2026-07-27,M,2026-08-03,calc,2026-08-31,calc,2026-09-07,,2026-07-27,,,false,,,10515.8000,true,,false,10515.80,30.00,20.00,50.00,3154.74,2103.16,5257.90,0.00,3154.74,,,2103.16,,,,,,,0.00,,,,2026-06-12,2026-07-27,2026-10-30,,60,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,US Geneva,PO-57USXR1,57,57.0626,true,false,0,25,25,2026-09-24,1760704,true,1,,,false,true,true,true,2.2,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",946.42,0.00,0,11462.22
PO-60UKBE1,Bright Eagle (Rebecca),PRODUCTION,in_progress,,2026-06-25,2026-07-10,M,2026-07-17,calc,2026-09-15,calc,2026-09-22,,2026-07-10,,,false,,,1146.000,true,,false,1146.00,0.00,0.00,100.00,0.00,0,1146.00,0.00,0.00,,,0,,,,,,,0.00,,,,,,2026-07-17,,0,on_shipment,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,UK,M,UK,UK ILG,,60,55.0326,true,false,1,1,1,,,false,0,,,false,true,true,true,0.1,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",0.00,229.20,20,1375.20
PO-DILLARDS-3222503001,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-07-07,calc,2026-07-14,,2026-06-30,,,false,,,1073.5200,true,,false,1073.52,30.00,20.00,50.00,322.06,214.70,536.76,0.00,322.06,,,214.70,,,,,,,0.00,,,PREORDER-027,2026-04-24,2026-06-30,2026-10-05,,90,on_clearance,,,,,,Dillards,RFID Tagging required + Pack by Store,DILLARDS-3222503001,3222503001,,,,,,,,PREORDER-027,false,false,,,,true,,true,,false,,true,,false,,,,,,US,M,US,Direct to Client,PO-DILLARDS-3222503001,56,56.0626,true,false,0,6,6,2026-07-09,1736515,true,1,,,true,true,true,true,0.2,,,,,,,1,0,,,,,"[object Object],[object Object],[object Object]",96.62,0.00,0,1170.14
PO-DILLARDS-3222503004,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-07-07,calc,2026-07-14,,2026-06-30,,,false,,,1968.1200,true,,false,1968.12,30.00,20.00,50.00,590.44,393.62,984.06,0.00,590.44,,,393.62,,,,,,,0.00,,,PREORDER-024,2026-04-24,2026-06-30,2026-10-05,,90,on_clearance,,,,,,Dillards,RFID Tagging required + Pack by Store,DILLARDS-3222503004,3222503004,,,,,,,,PREORDER-024,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-DILLARDS-3222503004,56,56.0626,true,false,0,6,6,2026-07-09,1736504,true,1,,,true,false,true,true,0.4,,,,,,,0,0,,,,,,0.00,0.00,,1968.12
PO-DILLARDS-3222503005,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-07-07,calc,2026-07-14,,2026-06-30,,,false,,,4294.0800,true,,false,4294.08,30.00,20.00,50.00,1288.22,858.82,2147.04,0.00,1288.22,,,858.82,,,,,,,0.00,,,PREORDER-025,2026-04-24,2026-06-30,2026-10-05,,90,on_clearance,,,,,,Dillards,RFID Tagging required + Pack by Store,DILLARDS-3222503005,3222503005,,,,,,,,PREORDER-025,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-DILLARDS-3222503005,56,56.0626,true,false,0,6,6,,1736513,true,0,,,true,false,true,true,0.9,,,,,,,0,0,,,,,,0.00,0.00,,4294.08
PO-DILLARDS-3222503006,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-07-07,calc,2026-07-14,,2026-06-30,,,false,,,715.6800,true,,false,715.68,30.00,20.00,50.00,214.70,143.14,357.84,0.00,214.70,,,143.14,,,,,,,0.00,,,PREORDER-022,2026-04-24,2026-06-30,2026-10-05,,90,on_clearance,,,,,,Dillards,RFID Tagging required + Pack by Store,DILLARDS-3222503006,3222503006,,,,,,,,PREORDER-022,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-DILLARDS-3222503006,56,56.0626,true,false,0,6,6,2026-07-09,1736502,true,1,,,true,false,true,true,0.1,,,,,,,0,0,,,,,,0.00,0.00,,715.68
PO-DILLARDS-3223429501,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-07-07,calc,2026-07-14,,2026-06-30,,,false,,,2692.8000,true,,false,2692.80,30.00,20.00,50.00,807.84,538.56,1346.40,0.00,807.84,,,538.56,,,,,,,0.00,,,PREORDER-023,2026-04-24,2026-06-30,2026-10-05,,90,on_clearance,,,,,,Dillards,RFID Tagging required + Pack by Store,DILLARDS-3223429501,3223429501,,,,,,,,PREORDER-023,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-DILLARDS-3223429501,56,56.0626,true,false,0,11,11,2026-07-09,1736503,true,1,,,true,false,true,true,0.3,,,,,,,0,0,,,,,,0.00,0.00,,2692.80
PO-DILLARDS-3223429502,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-07-07,calc,2026-07-14,,2026-06-30,,,false,,,5834.4000,true,,false,5834.40,30.00,20.00,50.00,1750.32,1166.88,2917.20,0.00,1750.32,,,1166.88,,,,,,,0.00,,,PREORDER-020,2026-04-24,2026-06-30,2026-10-05,,90,on_clearance,,,,,,Dillards,RFID Tagging required + Pack by Store,DILLARDS-3223429502,3223429502,,,,,,,,PREORDER-020,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-DILLARDS-3223429502,56,56.0626,true,false,0,11,11,2026-07-09,1736488,true,1,,,true,false,true,true,0.6,,,,,,,0,0,,,,,,0.00,0.00,,5834.40
PO-DILLARDS-3223429503,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-07-07,calc,2026-07-14,,2026-06-30,,,false,,,897.6000,true,,false,897.60,30.00,20.00,50.00,269.28,179.52,448.80,0.00,269.28,,,179.52,,,,,,,0.00,,,PREORDER-019,2026-04-24,2026-06-30,2026-10-05,,90,on_clearance,,,,,,Dillards,RFID Tagging required + Pack by Store,DILLARDS-3223429503,3223429503,,,,,,,,PREORDER-019,false,false,,,,false,,true,,true,,true,,true,,,,,,OT,M,OT,Direct to Client,PO-DILLARDS-3223429503,56,56.0626,true,false,0,11,11,2026-07-09,1736487,true,1,,,true,false,true,true,0.1,,,,,,,0,0,,,,,,0.00,0.00,,897.60
PO-DILLARDS-3223429504,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-07-07,calc,2026-07-14,,2026-06-30,,,false,,,4936.8000,true,,false,4936.80,30.00,20.00,50.00,1481.04,987.36,2468.40,0.00,1481.04,,,987.36,,,,,,,0.00,,,PREORDER-021,2026-04-24,2026-06-30,2026-10-05,,90,on_clearance,,,,,,Dillards,RFID Tagging required + Pack by Store,DILLARDS-3223429504,3223429504,,,,,,,,PREORDER-021,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-DILLARDS-3223429504,56,56.0626,true,false,0,11,11,2026-07-09,1736500,true,1,,,true,false,true,true,0.5,,,,,,,0,0,,,,,,0.00,0.00,,4936.80
PO-DILLARDS-3223429505,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-07-07,calc,2026-07-14,,2026-06-30,,,false,,,10923.6000,true,,false,10923.60,30.00,20.00,50.00,3277.08,2184.72,5461.80,0.00,3277.08,,,2184.72,,,,,,,0.00,,,PREORDER-018,2026-04-24,2026-06-30,2026-10-05,,90,on_clearance,,,,,,Dillards,RFID Tagging required + Pack by Store,DILLARDS-3223429505,3223429505,,,,,,,,PREORDER-018,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-DILLARDS-3223429505,56,56.0626,true,false,0,11,11,2026-07-09,1736483,true,1,,,true,false,true,true,1.0,,,,,,,0,0,,,,,,0.00,0.00,,10923.60
PO-DILLARDS-3223429506,Lixin,PRODUCTION,in_progress,,2026-04-24,2026-06-30,M,2026-07-07,calc,2026-07-07,calc,2026-07-14,,2026-06-30,,,false,,,1795.2000,true,,false,1795.20,30.00,20.00,50.00,538.56,359.04,897.60,0.00,538.56,,,359.04,,,,,,,0.00,,,PREORDER-017,2026-04-24,2026-06-30,2026-10-05,,90,on_clearance,,,,,,Dillards,RFID Tagging required + Pack by Store,DILLARDS-3223429506,3223429506,,,,,,,,PREORDER-017,false,false,,,,true,,true,,false,,true,,false,,,,,,OT,M,OT,Direct to Client,PO-DILLARDS-3223429506,56,56.0626,true,false,0,11,11,2026-07-09,1736481,true,1,,,true,false,true,true,0.2,,,,,,,0,0,,,,,,0.00,0.00,,1795.20
PO-MFG-DEMO2,Lixin,PRODUCTION,in_progress,,,,,,,,,,,,,,false,,,52280.540,true,,false,52280.54,30.00,20.00,50.00,15684.16,10456.11,26140.27,0.00,15684.16,,,10456.11,,,,,,,0.00,,,,,,,,90,on_clearance,,,,,,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,CN,branch,,China Stock,,58,,true,false,0,12,12,,1801851,true,0,,,,false,,true,9.9,,,,,,,0,0,,,,,,0.00,0.00,,52280.54
TRF-1631831A,Transfer,PRODUCTION,in_progress,Planned,2026-02-24,2026-04-25,M,2026-05-02,calc,2026-07-31,S,2026-07-31,,2026-04-25,,2026-06-16,true,FLEX-3760823,,61624.2200,true,,false,61624.22,0,0,100,0.00,0,61624.22,0.00,0.00,,,0,,,,,,,0.00,,,Uk to US MD Dry Bags Air Freight,,,2026-07-31,,,,,TRF-1631831A,sea,FLEXPORT,FLEX-3760823,,,,,,,,,,,,,false,false,,,,true,,true,,false,,true,,false,,,,,,US,branch,,US Geneva,,54,54.1125,false,false,125,0,125,,,false,0,,,false,false,false,true,10.8,,,,,,,0,0,,,,,"[object Object],[object Object],[object Object]",171.33,0.00,0,61795.55
